Year,RO Year,FED Id,FED Name,population age 0-4,population age 5-9,population age 10-14 years,population age 15-17,population age 18-19,population age 20-24,population age 25-29,population age 30-34,population age 35-39,population age 40-44,population age 45-49,population age 50-54,population age 55-59,population age 60-64,population age 70-74,population age 75-79,population age 80-84,population age 85+,couple families with 1 child,couple families with 2 children,couple families with 3 or more children,average num of persons per family,private households by household size 1 person,private households by household size 2 persons,private households by household size 3 persons,mother tongue single responses english,mother tongue single responses french,mother tongue multiple responses english and french,knowledge of official languages english only,knowledge of official languages french only,knowledge of official languages english and french,knowledge of official languages neither english nor french,first official language spoken english,first official language spoken french,first official language spoken english and french,first official language spoken neither english nor french,first official language spoken official language minority num,home language spoken single responses english,home language spoken single responses french,population 1 year and over by mobility status 1 year ago movers,populati...over by mobility status 1 year ago migrants 250516AB,populati...obility status 1 year ago internal migrants E5731743,populati... status 1 year ago intraprovincial migrants 9412EDCF,populati...obility status 1 year ago external migrants C5DD2868,canadian citizenship,citizenship other than canadian,population 15+ by generation status 1st generation,population 15+ by generation status 2nd generation,population 15+ by generation status 3rd generation and over,first nations north american indian single identity,métis single identity,inuit single response identity,labour force 15+ by occupation not applicable,labour f...ness finance and administration occupations 2B82C03E,labour f...nd applied sciences and related occupations BF041023,labour force 15+ by occupation health occupations,labour f...pations in art culture recreation and sport E6577C9B,labour force 15+ by occupation sales and service occupations,population aged 15+ by place of work status worked at home,populati... place of work status worked outside canada B2E16A0B,populati...e of work status no fixed workplace address 90CEDF61,populati... place of work status worked at usual place C99B477F,employed...nsportation car truck or van as a passenger 0212B8C0,employed...5+ by mode of transportation public transit B18141EA,employed labour force 15+ by mode of transportation walked,employed labour force 15+ by mode of transportation bicycle,employed...15+ by mode of transportation other methods FC108373
2006,2003,35031,Hamilton Centre ,6300,6025,6330,4115,2905,8970,9185,8575,8330,9250,8930,8165,7005,5360,4175,3765,3145,2410,4135,3790,1895,2.8,20405,15735,7190,79440,1795,195,102560,135,8155,3025,108450,1930,530,2970,2195,92605,585,21340,5785,4375,3625,1410,102645,11245,32765,20645,41905,2440,545,10,1575,8560,2980,4075,1735,14915,2375,240,5520,45065,17590,2315,3715,2260,535
2006,2003,35032,Hamilton East - Stoney Creek ,6160,6510,7415,4640,2955,7115,7095,7055,7910,9350,9290,8505,7865,6150,4535,3870,2955,1855,5230,5800,2620,2.9,11670,15000,7740,76295,1785,205,106990,120,6015,2775,110655,1750,795,2700,2150,92395,465,13115,3310,2795,2540,515,109020,6880,32945,22400,40415,1590,330,15,1205,9470,2650,2810,1050,14855,2035,145,5750,47385,23075,2035,1965,700,315
2006,2003,35033,Hamilton Mountain ,6700,7595,8995,5625,3475,8230,7055,7105,8340,10265,10180,8470,7085,5210,4350,4320,3200,2085,5500,7275,3395,3.1,10010,13555,7995,88390,1225,200,113465,60,6275,1920,118015,1245,595,1870,1540,102940,380,13770,2755,2010,1850,750,115435,6285,31550,25025,41845,1085,320,10,1205,11195,3205,4500,1290,17015,2005,130,5555,52095,24325,2395,1825,690,275
2006,2003,35034,Huron - Bruce ,5140,5890,7280,4705,2995,6355,4760,4725,5505,7505,8305,8370,7985,6400,4400,3825,2565,2345,3745,4860,3390,3.0,10125,15785,5405,94130,825,135,98385,0,4090,590,101735,665,100,555,720,99145,85,10250,5640,5470,5120,170,101380,1680,8395,11135,65200,495,340,0,550,6805,2450,3180,955,12800,7725,140,5090,41150,20420,1620,205,1640,440
2006,2003,35035,Kenora ,4815,4915,5380,3270,2000,4225,3850,3750,4155,4995,5020,4315,3790,2695,1800,1355,985,730,2195,2570,1525,3.1,5225,7435,3640,46690,1455,100,59400,10,3535,925,61630,1300,25,925,1310,54165,335,6430,2440,2310,1565,130,63060,815,3000,6420,39370,22960,3050,20,680,3905,1420,1625,290,8520,1390,15,3385,23780,10040,1210,70,2100,280
2006,2003,35036,Kingston and the Islands ,5685,5945,7105,4485,3205,9590,8295,7035,7705,9390,9220,8435,7740,6130,4525,3945,3125,2385,4500,5340,2160,2.8,15015,17690,7345,99000,3725,330,98745,445,16170,550,110885,3835,660,530,4170,107690,1910,19735,7585,6555,4740,1035,111930,3980,17030,17710,62415,1370,795,75,935,10585,3810,5150,2025,17495,3670,290,4925,49080,19435,1860,1020,3040,1080
2006,2003,35037,Kitchener Centre ,5615,5935,6675,4300,2840,7740,7445,7170,7710,8980,8555,7615,6660,4950,3630,3445,2395,1785,4615,5085,2360,2.9,12315,14500,6815,76400,1565,195,96995,30,7125,1765,102175,1510,525,1710,1770,89000,330,16395,5495,4560,4075,940,99255,6660,26845,14840,46040,935,360,20,790,10470,3820,2755,1375,13630,2695,250,4835,48985,22655,2165,1490,1175,565
2006,2003,35038,Kitchener - Conestoga ,8065,8060,8220,4975,3210,8190,8240,8395,8600,9170,8695,7615,6510,4890,2790,2300,1635,1360,5150,6665,3535,3.1,7005,13405,7220,83510,1160,100,105415,50,5690,1815,109555,1185,435,1795,1400,95815,240,17375,7170,6330,5910,835,107660,5315,21220,14010,53495,680,315,15,650,11090,4280,2960,1225,13650,5100,190,5440,51875,26125,2065,735,1020,470
2006,2003,35039,Kitchener - Waterloo ,7360,7485,8440,5105,3780,11545,9140,8855,9600,10590,9900,8435,7040,5055,3280,3020,2330,1750,5680,7575,3170,3.0,11855,15550,8035,93670,1505,275,113240,75,11060,1535,122260,1515,685,1450,1860,108205,490,19890,9325,7460,6580,1860,117025,8885,29935,19275,53370,610,400,15,895,13270,7530,3210,2300,14970,4300,240,5170,59260,26525,2430,1265,2320,1320
2006,2003,35040,Lanark - Frontenac - Lennox and Addington ,5550,6440,7990,5120,3075,5815,4915,6145,7415,9885,9915,9535,9430,7490,4595,3665,2605,2140,4860,5805,2590,2.8,9935,18100,7260,107690,2915,275,103815,95,11260,40,112200,2800,165,30,2885,112925,840,12460,7120,6870,6390,250,113700,1505,7690,11660,75895,1980,1270,75,770,9045,3275,3685,1380,15455,5120,180,6725,44840,23020,1900,200,1290,185
2006,2003,35041,Leeds - Grenville ,4555,5490,6670,4220,2595,4795,4140,5165,6340,8115,8290,7760,7620,6250,4250,3450,2565,2085,3935,4735,2055,2.8,9540,15740,5965,89630,2970,270,86925,65,10545,145,94495,2885,180,120,2970,95315,815,11055,6170,5940,5470,225,95975,1705,7905,11670,61350,1025,635,0,710,7480,2725,3485,1090,12735,3885,200,4655,39830,19305,1785,140,1290,280
2006,2003,35042,London - Fanshawe ,6350,6925,8145,4855,3020,7625,7090,7185,7625,9230,8640,7365,6345,4655,3150,2440,1780,1170,4510,5325,2445,3.0,9120,13435,7475,79535,1425,185,98330,95,5965,1935,102635,1305,510,1880,1560,91110,340,14095,3400,2805,2610,595,100300,6030,24785,16510,43625,1310,350,0,1265,10495,2980,3240,930,15040,2165,175,4975,46860,21520,2270,1280,835,530
2006,2003,35043,London North Centre ,5465,5345,6145,4310,3035,11310,9665,7670,7535,8715,8910,7900,6855,5195,3815,3530,3015,2355,4160,4840,2230,2.9,18645,17045,6870,88760,1585,275,102525,65,9820,1275,110395,1590,480,1225,1825,100140,535,21470,6915,5525,4700,1390,106845,6850,24435,19380,52925,1490,395,55,1230,11145,4360,4855,1895,14855,3505,290,5300,49775,19955,2375,2490,2560,1065
2006,2003,35044,London West ,6010,6560,7730,4770,3130,8540,7700,7245,7900,9280,9340,8705,7880,5680,3935,3735,3095,2510,4585,6000,2805,2.9,14990,16495,7255,94050,1905,145,105890,110,10150,1045,113625,1870,715,990,2225,104875,665,17950,5130,4120,3510,1010,110060,7140,23780,20515,52655,900,240,10,1115,11385,3985,4985,2085,15570,3620,305,5080,50920,21905,2030,1990,1260,675
2006,2003,35045,Markham - Unionville ,6480,7880,9420,6050,4020,9925,8285,7410,8490,10725,10950,10425,8690,5730,3345,2410,1470,1110,7315,10980,4395,3.3,2560,5850,6610,43140,490,85,108495,50,6610,11765,113405,570,1280,11655,1210,61430,230,12490,7495,5355,5050,2140,112170,14750,76365,17580,9180,55,45,0,1565,15385,6955,2705,1770,15365,4535,530,5475,53770,25435,1665,3330,460,180
2006,2003,35046,Lambton - Kent - Middlesex ,5920,6600,8080,5055,3090,6235,5000,5575,6670,8520,8970,8115,7275,6130,3990,3265,2340,2040,4270,5395,3355,3.0,8860,14985,6030,94555,1345,155,100530,10,5190,535,104435,1205,95,530,1250,102445,340,9915,5320,5105,4965,210,104225,2040,11020,14505,60165,4720,690,15,580,8540,2120,3550,835,12070,6895,340,5365,43235,21850,2010,75,1175,360
2006,2003,35047,Mississauga - Brampton South ,8595,9275,10020,5840,3810,9670,9565,9955,11240,12325,11165,9595,7870,5380,2955,2180,1530,1510,7595,10800,4160,3.2,5215,8775,8305,54575,965,215,120370,110,8590,6610,126460,1165,1560,6495,1945,78895,485,17270,7550,4825,4490,2725,115750,19925,74370,21900,11440,135,80,0,1460,17525,7275,3130,1565,15615,3620,345,7040,60860,29135,2105,3255,545,125
2006,2003,35048,Mississauga East - Cooksville ,7495,7185,7605,4710,3230,8700,9830,10045,10415,10625,9665,8255,7425,5800,4180,3095,2240,1475,7165,7505,3210,3.0,10455,12885,8725,46525,1305,140,111815,160,7935,6210,117075,1530,1460,6055,2260,69940,535,22310,10330,6015,5520,4315,100715,25410,72720,17385,13780,300,100,0,1685,15005,6470,2700,1590,16030,3065,500,6900,54055,24735,1850,5020,840,155
2006,2003,35049,Mississauga - Erindale ,8225,9675,11785,7335,4650,10440,8390,8640,10770,13275,12730,10695,8920,5900,3115,2245,1555,1000,7890,11275,4970,3.3,5185,9605,8945,70005,1875,245,127120,170,11455,4145,135225,2090,1500,4080,2840,96040,1010,18475,6960,4530,4000,2430,125430,17465,69250,22790,21260,340,215,0,1720,18700,7930,3800,1970,18035,4970,520,6900,63965,29695,2025,4115,675,190
2006,2003,35050,Mississauga South ,5735,6365,7465,4720,3090,6920,6235,6310,7880,10040,9830,8465,7195,5505,3710,3135,2380,1685,5275,6715,2955,3.0,8990,12660,7220,71625,1800,135,97525,125,10440,1885,105540,1855,770,1815,2235,87795,765,13655,6155,4370,4070,1785,99415,10565,38385,21370,30630,510,220,0,935,13540,4545,2780,2055,13125,4545,310,6065,47775,22235,1515,3730,800,265
2006,2003,35051,Mississauga - Streetsville ,7950,9630,11375,6695,4055,9070,7665,8220,10890,13120,12120,9250,7280,4370,2235,1550,1035,655,6585,10745,4755,3.3,4495,8015,7760,71540,1810,245,115410,135,10465,3775,122690,1945,1420,3725,2655,93055,820,14575,5960,4250,3945,1710,115005,14780,56885,21400,22595,215,140,0,1245,18590,7295,3040,1515,16005,4300,395,6695,59795,28800,1870,3170,545,135
2006,2003,35052,Nepean - Carleton ,9170,9115,9915,5985,3560,7335,7125,9810,11070,12810,11430,9400,8315,5750,3085,2165,1610,1530,6745,9390,3860,3.1,6375,14600,8920,96080,9020,705,92000,525,38255,1390,119470,9355,2005,1340,10355,112955,4210,15125,3455,2780,1610,675,127425,4740,26330,19040,58510,925,505,45,835,15390,11285,4125,2530,15645,5840,345,5925,61370,28025,1600,4045,800,455
2006,2003,35053,Newmarket - Aurora ,7170,8830,10305,6180,3775,7455,6035,7280,9560,12080,11690,8985,6830,4455,2720,2285,1725,1475,5830,8895,3910,3.2,6865,10920,7805,95015,1810,205,108270,95,10915,1120,117020,1845,465,1070,2075,107810,750,13890,8740,8015,7600,725,114455,5945,26060,22915,45105,580,255,10,750,13475,5115,2975,2160,16510,5385,230,5790,56020,26595,1945,1900,1105,285
2006,2003,35054,Niagara Falls ,5920,6800,8025,5340,3360,7235,6305,6880,8270,10040,10130,9410,8850,7245,5500,4945,3775,2720,5145,6005,2600,2.9,13035,17705,8080,100045,2765,340,114730,80,9295,975,121005,2760,390,920,2955,113270,790,15200,6175,5290,4945,885,118125,6955,25525,25335,53485,1790,505,15,950,9595,2245,3370,1685,23865,3845,1120,5225,53080,24265,2590,465,1495,680
2006,2003,35055,Niagara West - Glanbrook ,6000,7035,8425,5340,3230,6500,5120,6250,7480,9415,9085,8140,7360,5750,4030,3150,2310,1905,5190,6885,3685,3.1,6460,13430,6445,90665,1345,220,103245,0,6000,395,107795,1290,180,370,1380,103745,330,9870,5405,5035,4780,370,106325,3315,18430,23780,46000,580,235,20,625,10100,3165,3755,1335,12620,5110,260,5495,46900,24910,1695,400,855,245
2006,2003,35056,Nickel Belt ,4395,5395,6455,3985,2395,4540,4250,5340,6060,8085,8015,7085,6745,5250,3285,2215,1215,685,3900,5035,1560,2.9,6440,13225,5995,47670,36510,1035,41485,3180,44185,50,52190,36450,215,45,36555,60565,26215,8625,2975,2925,2525,45,88370,535,3245,6265,63165,3060,4650,50,740,8000,1835,2745,555,10560,1960,65,4570,35050,17670,1805,235,605,190
2006,2003,35057,Nipissing - Timiskaming ,4120,4925,5865,3860,2545,5940,4660,4835,5465,7430,7690,7095,6775,5140,3775,2900,2075,1525,3360,3920,1590,2.8,9880,14290,5780,68765,16165,830,62935,1230,25415,80,73490,15935,160,75,16015,79855,8110,13090,5795,5520,4925,270,88475,1190,4965,8380,61440,2640,3030,15,835,7625,1950,2990,745,12575,2670,90,3890,35730,15700,1690,525,1665,360
2006,2003,35058,Northumberland - Quinte West ,5745,6615,8465,5535,3280,6440,5265,6065,7335,10510,10400,9330,9100,7405,5545,4445,3255,2555,4895,5740,2590,2.8,10805,18975,7435,112050,2820,165,113000,200,8095,190,118515,2695,100,170,2745,118410,1305,13950,7415,7110,6275,305,119460,2025,12200,16375,72130,1810,725,35,805,8605,3005,3135,1425,15850,4980,140,5940,47865,23845,2500,220,1390,465
2006,2003,35059,Oak Ridges - Markham ,11425,11065,12165,7445,4605,10170,8985,12205,14065,15695,14695,12215,10255,7210,4365,3415,2320,1940,9905,13750,4955,3.2,6075,13260,10795,93980,1515,245,148980,160,12890,6155,158950,1595,1580,6045,2390,119465,710,21895,12740,11005,10655,1735,157020,11155,67935,32055,33645,430,145,0,1275,21780,10075,4035,2750,18670,8145,485,9315,72560,36895,2290,3400,720,135
2006,2003,35060,Oakville ,5525,6760,8420,5380,3355,7350,5210,5510,7540,9505,10450,8910,7630,5935,4050,3385,2475,1795,5260,7655,3585,3.1,7990,12715,6840,85040,1855,270,98590,65,13430,1150,109565,1860,700,1110,2210,100000,595,13370,7345,6030,5230,1315,105320,7915,32860,22920,36715,315,140,0,710,12515,5080,2690,2585,14290,6095,410,4700,48275,21035,1690,3775,975,310
2006,2003,35061,Oshawa ,6445,6925,8205,5110,3125,7565,7450,7800,8290,10330,9920,8300,7155,5265,3645,3135,2425,1655,4690,5545,2205,2.9,11580,15020,8045,100070,2760,260,107155,110,7955,555,112375,2640,240,515,2765,108635,1020,17665,6620,6285,5880,335,112055,3720,17780,18585,57835,1310,670,20,1140,10855,2725,2845,1505,15740,2490,145,6120,49205,23670,2220,2010,1010,245
2006,2003,35062,Ottawa Centre ,4920,4430,4525,2810,2135,9500,11205,9690,8545,8885,8190,8110,7455,4885,3060,2735,2395,2015,3560,3520,1570,2.8,23890,17190,6045,73225,10655,760,63260,925,41915,1800,93005,11285,1865,1750,12220,87595,6400,21370,6665,4950,2755,1715,100460,7450,26085,17770,50190,1025,775,50,1195,12165,8385,3020,4920,13100,4880,410,4085,52940,13155,890,6455,6280,2055
2006,2003,35063,Ottawa - Orléans ,5600,6670,8605,5770,3715,7705,5980,6290,7415,9995,10700,9530,8105,5240,2240,1510,1020,705,5580,7535,3040,3.1,5460,11905,7605,59570,33830,1415,47325,3760,57320,490,71155,35440,1850,455,36365,72755,27425,11595,3535,2885,1370,655,106210,2685,16210,12420,59345,750,765,25,890,15985,6870,3485,2305,14235,3550,225,4200,53945,19490,1600,7065,750,400
2006,2003,35064,Ottawa South ,6440,6895,7595,4765,3250,9675,8095,7620,8050,9150,9210,8055,7005,5085,3950,3615,2825,2140,4735,5245,2935,3.0,13220,15485,7435,64050,14710,1145,70225,1560,42475,2330,93825,16535,3965,2270,18515,81830,9520,17580,4960,3315,2005,1645,107265,9335,35155,16655,43880,875,560,50,1355,13080,6855,3890,2505,14635,3375,250,4160,49785,17465,1485,6320,1365,790
2006,2003,35065,Ottawa - Vanier ,4385,4475,5035,3250,2315,8745,8160,7060,6835,7625,7725,7465,7045,5605,3765,2995,2490,2210,3065,2970,1570,2.8,17925,15620,6035,46995,30545,1275,42410,4310,51475,1030,62885,32790,2585,965,34085,60375,25230,17930,5330,3725,1920,1605,93010,6220,22260,11525,51500,1130,700,335,1145,11955,4965,2850,3065,12845,2970,305,3885,44065,12620,1085,5285,3665,1200
2006,2003,35066,Ottawa West - Nepean ,5365,5350,5935,3915,2630,8930,7140,6735,7050,8225,8140,7340,6590,5100,4565,4545,3880,3525,4405,4305,2085,2.8,15100,15905,6800,67550,7780,560,75355,720,29220,1810,94610,8540,2210,1745,9645,82845,3840,16680,4500,3220,2250,1280,99325,7785,30350,16010,44200,890,535,45,1325,10780,8170,3195,2030,13885,3180,260,4280,44475,15925,1270,5430,1195,990
2006,2003,35067,Oxford ,5945,6505,7395,4555,2755,6320,5500,6040,6650,8390,8105,7205,6425,5020,3810,3275,2630,1995,4105,5085,2990,3.0,9230,14100,6060,89875,1100,100,96435,55,4550,415,99985,945,125,395,1010,97410,265,13170,6370,6080,5810,285,98890,2565,10910,15430,55320,620,250,0,585,7920,2075,2650,1000,12175,5020,210,4410,44280,22010,2105,85,1215,450
2006,2003,35068,Parkdale - High Park ,5625,4820,4570,2870,1835,5965,8905,10230,9805,9120,8250,7225,6130,4060,2685,2620,2440,1870,4255,4245,1485,2.8,17805,14270,6645,57690,1700,210,82265,185,14920,2700,94170,1940,1335,2620,2605,74005,765,16745,5045,2865,2145,2180,87260,12805,39840,20450,24825,655,290,0,1290,9770,4860,3055,6180,12100,4850,265,5720,43970,12250,770,9540,1320,1380
2006,2003,35069,Parry Sound - Muskoka ,3555,4300,5515,3540,2170,4430,3590,3965,5000,6915,7390,7435,7310,6675,4650,3720,2605,1915,3360,3850,1575,2.7,9255,15435,5120,82000,1365,125,83170,15,5495,35,87360,1225,105,25,1275,86990,185,9060,4820,4510,4355,305,87040,1675,7605,11975,55740,2340,945,15,425,6035,1710,2395,1095,12365,4030,220,6505,32970,17130,2005,80,1155,205
2006,2003,35070,Perth - Wellington ,6515,6965,7660,4815,3055,6735,5770,5800,6320,8005,8165,7395,6275,4845,3585,3295,2435,2190,3895,5000,3765,3.1,9470,13445,5500,88620,615,45,97695,10,3895,925,100915,590,115,905,650,95490,65,11110,5580,5150,4850,430,99985,2540,9325,11320,60750,460,225,0,380,8075,1685,2865,1200,12050,7835,155,4745,43465,20390,2150,155,1990,810
2006,2003,35071,Peterborough ,5075,5740,7255,4900,3225,8585,6025,5730,6640,8280,9130,8925,8340,6825,5110,4555,3610,3000,4300,5140,2410,2.8,12185,18050,7010,106600,1235,270,107495,50,7550,185,113770,1190,160,165,1265,112260,320,16150,6815,6475,6115,330,112685,2600,11125,15505,70675,2370,1035,40,1055,8805,2975,3955,1525,16330,4235,235,5410,45905,20165,2430,495,2040,850
2006,2003,35072,Pickering - Scarborough East ,5100,6725,7875,5145,3335,7950,5950,5470,7040,9350,9475,8825,7935,5470,2840,2045,1425,950,5190,7710,3295,3.2,4620,8925,6695,79030,1370,165,97395,80,7525,895,103155,1500,390,855,1690,92080,680,8845,3905,3275,3055,625,100390,5510,37335,21625,27190,440,230,0,1190,15065,4695,2980,1885,13100,3550,185,5320,48240,21780,1460,3560,445,65
2006,2003,35073,Prince Edward - Hastings ,5190,5715,7235,4770,2965,6320,5500,5525,6320,8750,9210,8720,8740,7065,5205,4345,3160,2640,4305,4900,2095,2.8,11825,18280,6825,103340,1450,190,105080,20,5985,230,109635,1370,85,220,1415,108560,365,15015,7360,6940,6395,420,109160,2155,9775,12645,70880,2355,1695,20,720,8485,2715,3355,1395,14185,4660,130,5395,42810,20285,2245,420,1485,370
2006,2003,35074,Renfrew - Nipissing - Pembroke ,5045,5495,6485,4080,2605,5660,5200,5445,6150,8115,8085,7275,6945,5640,4090,3385,2535,1940,3945,4635,2285,2.9,10240,15035,5955,86715,4925,440,84895,250,12325,115,92630,4740,130,80,4805,93970,1860,12315,6780,6605,5320,175,96480,1105,6070,7655,66825,2995,2160,15,695,6565,3015,3015,1115,14235,3505,150,4380,38870,19190,1930,260,1355,460
2006,2003,35075,Richmond Hill ,6205,7340,8570,5680,3765,8375,6985,7320,9615,11510,11255,9475,8165,5040,3480,2695,1765,1215,7210,9715,3415,3.2,6055,9150,8060,51700,935,150,106170,90,10325,5595,113675,1055,1975,5485,2045,73180,415,13115,7285,5640,5270,1640,110005,12185,62915,20415,16715,190,65,0,1285,15085,8095,3260,2260,14275,5770,460,6155,51685,24400,1360,3235,575,155
2006,2003,35076,St. Catharines ,5195,5755,6735,4325,2795,8040,6715,6320,6900,8485,8445,7995,7715,6320,4815,4470,3730,2715,4385,5140,2140,2.9,14715,16495,7010,87585,2450,180,102480,140,7790,805,107720,2330,455,715,2555,99930,785,14735,5145,4300,3940,850,105030,6190,23760,22315,47370,1040,490,0,985,9515,2760,3510,1555,16780,2770,475,4805,47050,20985,2290,890,1275,605
2006,2003,35077,St. Paul's ,4990,4320,4465,2950,1930,6780,10870,10730,9775,8900,7905,7355,7095,5610,3790,3450,2825,3055,4270,4410,1520,2.8,25440,16385,6250,74145,2060,200,89415,95,17960,2410,104030,2150,1325,2380,2810,90245,975,18885,5800,3510,2650,2290,97395,12490,39760,23775,32605,470,130,25,970,13490,5150,3940,5870,12875,6540,335,4940,51505,13340,760,10355,1945,760
2006,2003,35078,Sarnia - Lambton ,5085,5615,6980,4765,2940,6755,5320,5400,6000,7765,8840,8550,7740,6005,4280,3790,2805,2090,4065,5040,2590,2.9,11710,15715,6085,92535,2680,290,96015,65,7635,245,101055,2510,155,235,2585,100320,790,12450,4375,4065,3770,310,101450,2505,12560,14745,58960,2005,690,15,940,8400,3745,3525,980,14685,3135,645,4745,43095,21400,1855,335,1110,605
2006,2003,35079,Sault Ste. Marie ,3825,4375,5535,3720,2405,5415,4410,4310,5080,6765,7785,7325,6675,5350,4060,3450,2265,1740,3755,4095,1565,2.8,10575,13750,5820,74355,3350,255,79185,100,8270,450,84390,3120,55,440,3145,83465,695,10450,2820,2640,2390,175,86370,1635,9035,14040,51235,4880,3625,0,865,6825,2935,2965,850,12530,1705,345,3110,35200,15695,1440,645,1195,280
2006,2003,35080,Scarborough - Agincourt ,5310,5545,6405,4365,3010,7755,6995,7415,8485,9690,8390,7570,7000,5315,4625,4045,2880,2050,7240,6680,2475,3.0,6410,9370,7725,33385,695,140,91030,60,6285,13795,95125,820,1570,13655,1605,45840,375,15630,5060,1415,1190,3640,88330,22840,72815,13175,7820,120,40,0,1865,11425,5950,2505,1570,13075,2850,470,4875,42295,17105,1340,5160,465,175
2006,2003,35081,Scarborough Centre ,6765,6310,6380,3720,2625,7185,7550,7925,8190,8950,8230,7020,5810,4500,4135,3925,2700,1875,5595,5370,2620,3.0,9040,11265,7450,50670,955,150,96060,100,5470,4840,99785,1090,835,4760,1505,64200,545,15690,4000,1825,1530,2175,90270,16200,57175,14835,15070,335,115,0,1690,12550,3955,2500,1115,13055,2210,210,4935,41935,16195,1045,6355,760,105
2006,2003,35082,Scarborough - Guildwood ,6970,7665,7910,4530,2955,7345,6625,6855,7725,8695,8195,7070,6050,4775,3900,3285,2290,1700,4730,5600,3305,3.1,8565,9905,6835,58340,990,170,97775,220,6040,3715,102145,1140,800,3660,1540,70840,555,14865,4465,1520,1200,2950,89220,18525,53910,14205,17185,515,125,10,1775,11085,3095,2630,1245,12320,1965,160,5190,39475,15510,1085,5855,450,75
2006,2003,35083,Scarborough - Rouge River ,7900,8415,9240,5655,3645,10025,9375,8915,9860,11160,10160,9115,8280,5660,3690,2725,1600,1110,7355,8775,4225,3.2,4015,7225,7650,47670,455,100,111115,45,5975,13420,115600,615,1085,13250,1155,61900,345,16920,4790,2095,1835,2690,109900,20655,85970,13800,5135,215,70,0,2120,15770,5590,3100,1505,15815,2625,375,6000,54000,22570,2030,6030,430,155
2006,2003,35084,Scarborough Southwest ,6035,6040,6490,3880,2405,6200,6125,6885,8105,9515,8905,7385,6150,4305,3305,2980,2270,1675,4905,5095,2205,3.0,10865,11290,7005,57855,1005,185,91825,140,5965,3305,96185,1110,695,3240,1460,70290,365,13535,3860,1585,1365,2275,87060,14175,44430,15520,22695,630,210,10,1590,11350,3225,2390,1820,13340,2190,200,5610,39770,14480,1130,6835,685,185
2006,2003,35085,Simcoe - Grey ,6275,7690,9130,5775,3455,6880,5325,6625,8470,11315,10620,8890,8670,7335,5120,3990,2475,1865,4965,6765,3265,2.9,9195,17390,7275,111390,2765,285,116040,210,8215,310,121680,2660,140,290,2735,120195,1095,15705,9935,9530,8460,400,121805,2975,15455,19080,67140,830,695,0,735,9710,2485,3410,1645,18310,6315,235,7835,50475,26555,2335,105,1500,500
2006,2003,35086,Simcoe North ,5495,6270,7935,5185,3215,6480,5330,6065,7125,9680,10135,9425,8910,7485,5170,4175,3095,2295,4490,5405,2390,2.8,10995,17995,7440,104050,4470,320,106535,60,10375,215,112835,4110,45,200,4130,112800,1285,14915,8350,7955,7650,400,114515,2670,11645,15180,70655,3480,4435,40,915,9005,2005,4030,1500,17155,4760,215,6850,46925,23475,2505,290,1395,365
2006,2003,35087,Stormont - Dundas - South Glengarry ,4880,5535,7110,4535,2780,5355,4540,5175,5950,8235,8610,7730,7355,5650,3895,3360,2470,1985,3850,4400,2335,2.9,10145,14970,6120,70875,19990,1225,58635,1695,37660,200,77310,20030,665,190,20365,83610,10930,11790,5135,4875,4005,255,96360,1835,7200,7885,65615,1515,525,45,710,8390,2140,2740,1030,11310,3895,155,4425,38160,17975,1955,260,1260,310
2006,2003,35088,Sudbury ,4215,4535,5250,3455,2320,6865,5800,5195,5560,7110,7320,6965,6345,5040,3870,3505,2625,1920,3370,3775,1310,2.8,13485,14310,5925,61100,19000,960,59275,1015,29930,265,70955,18905,370,250,19090,76605,9880,13515,3615,3390,2880,225,89035,1440,8085,11645,56740,2650,2615,10,1225,9310,2425,2995,1275,12720,2085,70,3595,37265,16225,1545,1000,1605,265
2006,2003,35089,Thornhill ,6790,7460,9030,6320,4310,10195,7675,7455,8745,10570,11485,11090,9965,6160,3685,2870,2075,1405,7660,10410,4260,3.2,6130,10550,8605,63310,1325,155,115870,95,11550,4270,124490,1510,1610,4180,2315,87810,435,14495,8315,6425,6000,1895,118005,13790,64600,25075,18830,95,35,0,1280,16265,7870,4060,3010,15320,6910,545,6330,56875,25735,1420,4115,750,165
2006,2003,35090,Thunder Bay - Rainy River ,4190,4880,5740,3745,2335,5145,4340,4725,5565,6740,7430,6820,6060,4345,3105,2710,2125,1640,3410,4005,1765,2.9,9940,12140,5280,73525,1730,115,78830,35,4925,260,82145,1595,65,240,1630,81315,505,8845,2535,2345,1960,185,82575,1475,6805,15655,46780,7615,2605,0,750,6950,1890,3080,825,11875,2035,235,3965,34695,16345,1440,315,1155,400
2006,2003,35091,Thunder Bay - Superior North ,3805,4505,5630,3450,2235,5340,4385,4645,5290,6515,7490,6765,5775,4140,3020,2660,2055,1565,3345,3985,1450,2.9,10175,11750,5335,65515,3990,220,72440,250,8475,280,77265,3830,80,270,3875,75795,1705,9230,2875,2675,2190,205,79800,1650,8740,15285,43560,6725,1960,35,725,6385,2120,3060,945,10825,1745,95,3740,33680,15085,1600,465,1315,490
2006,2003,35092,Timmins - James Bay ,4155,4870,5680,3720,2290,4695,4190,4550,5155,6670,7100,6450,5600,4155,2965,2320,1555,1220,2960,3630,1580,2.9,8905,11645,5065,46250,26305,1035,42250,2650,34685,215,52980,26220,385,215,26415,58605,17010,10170,3435,3385,3040,45,79145,655,3100,6465,55475,6285,3240,35,855,6265,1730,2220,510,9555,2000,30,3095,31335,13995,1890,335,1490,360
