Year,RO Year,FED Id,FED Name,population age 0-4,population age 5-9,population age 10-14 years,population age 15-17,population age 18-19,population age 20-24,population age 25-29,population age 30-34,population age 35-39,population age 40-44,population age 45-49,population age 50-54,population age 55-59,population age 60-64,population age 70-74,population age 75-79,population age 80-84,population age 85+,couple families with 1 child,couple families with 2 children,couple families with 3 or more children,average num of persons per family,private households by household size 1 person,private households by household size 2 persons,private households by household size 3 persons,mother tongue single responses english,mother tongue single responses french,mother tongue multiple responses english and french,knowledge of official languages english only,knowledge of official languages french only,knowledge of official languages english and french,knowledge of official languages neither english nor french,first official language spoken english,first official language spoken french,first official language spoken english and french,first official language spoken neither english nor french,first official language spoken official language minority num,home language spoken single responses english,home language spoken single responses french,population 1 year and over by mobility status 1 year ago movers,populati...over by mobility status 1 year ago migrants 250516AB,populati...obility status 1 year ago internal migrants E5731743,populati... status 1 year ago intraprovincial migrants 9412EDCF,populati...obility status 1 year ago external migrants C5DD2868,canadian citizenship,citizenship other than canadian,population 15+ by generation status 1st generation,population 15+ by generation status 2nd generation,population 15+ by generation status 3rd generation and over,first nations north american indian single identity,métis single identity,inuit single response identity,labour force 15+ by occupation not applicable,labour f...ness finance and administration occupations 2B82C03E,labour f...nd applied sciences and related occupations BF041023,labour force 15+ by occupation health occupations,labour f...pations in art culture recreation and sport E6577C9B,labour force 15+ by occupation sales and service occupations,population aged 15+ by place of work status worked at home,populati... place of work status worked outside canada B2E16A0B,populati...e of work status no fixed workplace address 90CEDF61,populati... place of work status worked at usual place C99B477F,employed...nsportation car truck or van as a passenger 0212B8C0,employed...5+ by mode of transportation public transit B18141EA,employed labour force 15+ by mode of transportation walked,employed labour force 15+ by mode of transportation bicycle,employed...15+ by mode of transportation other methods FC108373
2011,2013,35094,Scarborough Centre ,6540,6105,6165,4130,2710,7345,7265,7060,7315,7840,8765,8290,6865,5705,3740,3425,2960,2455,5275,5370,2555,3.0,9530,11310,7305,50020,975,195,97190,135,5220,4935,100505,1160,980,4840,1655,61860,500,12095,3305,1470,1345,1830,91645,15660,61685,27970,17650,475,105,10,2635,10295,3505,2720,1125,13820,1745,110,5800,39905,2605,17005,1395,125,350
2011,2013,35095,Scarborough - Guildwood ,6530,6270,6460,4270,2925,7500,6855,6580,6660,7225,7625,7310,6225,5015,3445,3095,2290,1715,4570,5260,2640,3.1,8050,9760,6555,51035,910,185,92020,180,5295,3730,95605,1145,820,3660,1555,61430,555,11690,4075,1555,1295,2515,85190,15295,57410,26225,16855,695,150,0,2855,8150,3490,2635,1080,12290,1680,135,4775,34950,2455,13165,1080,90,315
2011,2013,35096,Scarborough North ,5350,5300,5870,4175,2730,7490,7405,6045,6295,7155,8500,7625,6925,6225,3425,2740,2005,1640,5940,6385,2700,3.1,3460,6680,6255,30080,415,110,80980,80,4075,15480,83995,535,815,15270,945,39385,250,9630,2775,1315,1160,1460,83830,16345,70435,24715,5025,100,15,0,2340,9220,4000,2625,1090,13685,1965,205,5210,37370,3295,11890,1075,235,385
2011,2013,35097,Scarborough - Rouge Park ,5380,5730,6765,4760,3005,7805,6900,5835,5935,6740,8235,8255,7480,6650,3245,2275,1485,1430,4910,6475,3085,3.2,4670,7715,6125,60390,785,190,93930,70,5380,2520,97890,905,640,2465,1225,70845,405,7405,1985,1190,1040,795,93390,8745,55105,29970,17055,610,190,20,2060,11355,4295,3315,1355,12390,2450,135,5525,41105,3050,13755,655,125,500
2011,2013,35098,Scarborough Southwest ,6315,5855,6285,4170,2815,6670,6660,6805,7145,8195,9450,8800,7245,5900,3095,2750,2330,2385,4730,5335,2160,3.0,11515,11605,7145,60775,1365,230,94930,150,6555,3540,99495,1515,725,3440,1880,71585,690,11780,3195,1155,880,2040,92455,12150,49165,26690,28750,1135,305,0,2800,9840,3600,2760,1940,13835,2320,110,5540,39380,2000,18215,1280,275,470
2011,2013,35099,Simcoe - Grey ,5635,6040,7050,4700,3100,6635,5610,5505,6680,7930,10010,9250,8160,8345,5445,4220,2870,2160,4455,5585,2290,2.8,10015,17450,6875,102885,2570,240,107765,210,7050,295,112495,2440,110,275,2495,110545,1095,12545,7825,7535,6750,300,111705,2320,13685,20390,79950,1215,930,0,1030,8725,2730,3065,1410,14460,4465,165,7520,44080,3460,600,2265,745,440
2011,2013,35100,Simcoe North ,4675,5095,5770,4155,2885,6275,5130,5050,5640,6540,8825,9365,8820,8455,5205,4195,3015,2865,3865,4120,1580,2.7,11570,17805,6835,95490,3800,420,97955,45,8540,175,103070,3385,105,165,3435,102760,1050,12370,6470,6200,5760,270,104040,1855,9530,15125,81235,4870,5040,80,1520,7295,1865,4070,1315,13745,3555,235,6030,38815,2895,990,2485,445,645
2011,2013,35101,Spadina - Fort York ,2745,1465,1455,945,1055,7170,16235,14440,9050,5865,4945,4150,3475,2980,1585,1295,880,640,2330,1195,390,2.4,24505,15920,3935,48450,1835,345,65190,90,11835,4495,74540,1955,675,4440,2295,62755,860,21095,7985,5705,4525,2280,70985,10295,33310,24250,23720,450,285,0,1005,13345,6475,2805,5345,10735,4685,390,4020,47095,1150,16430,16840,2200,615
2011,2013,35102,Stormont - Dundas - South Glengarry ,5115,5070,5630,4155,2765,5715,4920,4885,5415,6140,8295,8855,7820,7485,4495,3445,2590,2425,3660,3890,1845,2.8,11225,16300,6145,73120,19675,1545,61550,1065,36680,160,79270,19355,675,145,19690,85645,10100,10385,4995,4865,4035,130,97100,1605,7450,11085,80170,1865,680,45,1070,6850,2055,3240,780,12005,3445,140,5230,37640,3130,1135,2200,365,650
2011,2013,35103,Sudbury ,4395,4115,4455,3170,2405,6835,6195,5415,5175,5635,7290,7295,6755,5950,3870,3315,2755,2365,3205,3365,1070,2.7,14350,14860,5955,62130,18650,1275,60380,635,29370,290,71645,18265,480,285,18510,76810,8985,13070,3180,2845,2370,330,88485,1530,7725,11905,70390,4170,3350,20,1070,7890,2900,3445,1110,11505,1480,50,4750,36645,3030,2405,3120,385,695
2011,2013,35104,Thornhill ,5655,6485,6985,4795,3255,7930,6260,5735,7250,8040,9065,9385,8055,6990,3560,2730,1995,1965,6225,8095,3325,3.2,5650,9570,7250,52070,1040,180,97580,70,8840,3775,104025,1180,1345,3720,1855,70610,365,9515,4725,3280,3045,1450,99120,10555,58850,30115,20715,140,70,0,1445,12835,6505,3975,2160,11860,5510,415,5850,44955,2595,8385,1125,155,565
2011,2013,35105,Thunder Bay - Rainy River ,4040,4255,4750,3300,2260,5175,4570,4390,4840,5440,6555,7210,6455,5835,3240,2615,2070,1965,3105,3360,1375,2.8,10425,12710,5100,72845,1610,185,77270,65,4415,250,80265,1430,80,235,1465,79085,410,8645,2510,2285,1735,225,80340,1315,6255,15655,59745,8425,2165,15,1125,5850,2060,3015,715,10210,1975,60,4550,31885,2290,920,2110,450,555
2011,2013,35106,Thunder Bay - Superior North ,4015,4085,4545,3145,2235,5275,4700,4440,4740,5345,6505,7375,6720,5775,3205,2600,2065,2030,3095,3335,1240,2.8,11115,12620,5230,67005,3970,285,72760,255,8450,355,77645,3740,100,335,3790,76120,1675,8850,2965,2705,2155,255,79870,1340,7810,15420,57985,8320,1810,10,790,5665,2545,3520,785,9590,1340,105,4600,32270,2185,1185,2695,485,790
2011,2013,35107,Timmins - James Bay ,4725,4565,5225,3405,2315,5060,4745,4720,4785,5400,6790,7120,6345,5410,3030,2475,1680,1430,2925,3205,1320,2.8,9470,12530,5170,50110,25160,1305,45880,1890,34245,180,56790,24845,390,170,25040,62920,15160,8400,3035,2900,2580,140,79385,840,2995,7075,70155,7655,3520,0,745,5500,2205,2685,650,8765,1765,35,4400,30745,2820,1200,3550,405,810
2011,2013,35108,Toronto Centre ,3500,2520,2475,1605,1870,9535,12685,10900,8240,7690,7805,6685,5425,4465,2130,1525,1095,805,2215,1485,790,2.6,28795,15875,4295,50485,2505,355,75300,165,12905,2710,84720,2750,970,2645,3235,64950,1300,20365,6885,3870,2695,3020,74480,15355,42375,22390,25070,635,315,0,1960,10120,4540,2990,4670,13850,3770,335,4450,42260,1005,18420,15220,2115,630
2011,2013,35109,Toronto - Danforth ,6250,4780,4470,2885,1975,5885,7490,9110,9540,9025,9175,8045,6640,5735,3090,2545,1945,1605,4380,4440,1455,2.8,15690,13865,6955,63980,1905,430,82975,95,13360,6530,93905,1970,655,6435,2300,76680,805,12080,2835,1905,1400,935,94610,7810,38120,29160,35135,935,425,0,1545,10355,4385,2665,6180,12120,4680,145,5500,44270,2195,22000,3365,3000,815
2011,2013,35110,University - Rosedale ,3255,2745,2615,1795,2030,11065,13375,9685,6935,6475,6380,5940,5430,5330,3530,2970,2360,2375,3035,2760,1010,2.6,21035,15765,5305,60260,1960,415,74895,80,16850,4645,89045,2050,785,4600,2445,75285,810,19610,7120,4125,2995,2995,81595,12755,38155,25475,30725,610,200,0,1240,10720,4700,3505,6130,10605,6045,580,4840,42680,1045,18185,10535,4665,1055
2011,2013,35111,Vaughan - Woodbridge ,6180,7450,7320,4330,2810,6590,5865,6090,8050,9255,8685,7410,5855,5880,3835,2750,1670,1260,5445,8870,3690,3.3,2885,7335,5965,47680,415,120,95070,70,4865,4720,98870,525,675,4660,860,71185,165,7445,3590,3025,2935,565,97795,6750,45570,41645,17330,125,15,0,1285,11415,3325,1910,1140,12890,2455,75,7005,43655,2910,3795,515,105,250
2011,2013,35112,Waterloo ,5285,6075,6335,4255,3280,9725,7005,6300,6770,7690,8360,7740,6365,5195,2885,2410,1945,1780,4570,6380,2400,3.0,9240,12640,6585,74915,1105,250,92055,50,8975,1300,99315,1130,670,1265,1465,86045,380,13585,6740,5325,4695,1420,94070,7405,27040,21160,53275,555,275,0,1210,9160,7385,2820,1860,11695,3575,260,3785,46025,3460,2675,2805,995,580
2011,2013,35113,Wellington - Halton Hills ,6070,7455,8490,5330,3390,6560,4730,5525,7360,9170,11150,9950,7760,6915,3900,2980,2060,1685,5035,7400,3225,3.0,7050,13785,6865,101425,1905,270,106210,55,8500,355,112860,1785,135,335,1855,110175,580,10310,6450,6115,5795,330,111265,2735,16075,24650,73275,1015,635,35,1000,11210,4030,3335,1785,12305,6180,150,6585,49815,3275,1420,2235,280,485
2011,2013,35114,Whitby ,7770,8610,8965,5855,3840,7560,6315,7380,9250,10080,11120,9440,7270,5970,2845,2380,1840,1560,5610,8615,3460,3.2,6775,11540,7870,101320,2055,310,110970,65,9285,715,117845,2070,430,685,2285,111240,845,11090,6220,5735,5380,490,116275,4015,25925,31525,62840,900,450,105,1625,12370,5155,3280,1985,14810,4565,135,6355,52490,3140,6695,1415,235,590
2011,2013,35115,Willowdale ,4845,3730,4030,2970,2520,9080,10885,9920,8270,7970,8305,8065,6910,5980,3660,3085,2670,2620,6345,5595,1480,2.8,13710,14395,8225,35655,960,185,93605,95,8705,6540,99620,1110,1770,6435,2000,53095,430,18945,7695,3305,2575,4390,84000,24740,72340,22585,13815,145,125,0,2000,12375,8265,3365,2205,10855,4890,670,5025,43115,1565,20195,2550,175,465
2011,2013,35116,Windsor - Tecumseh ,6055,6340,6670,4510,3030,7180,6680,6890,7460,7820,8840,9125,8395,7850,4500,3370,2680,2430,4695,5195,2330,2.9,14315,16040,7630,84815,4125,585,102310,200,10895,1370,108795,3820,805,1340,4230,97480,1190,11025,3200,2535,2135,665,109500,4855,26615,24770,62975,1160,1140,0,2080,7315,2875,4075,1115,14560,1690,1815,4425,41560,2500,1485,1495,530,415
2011,2013,35117,Windsor West ,6705,6890,7335,4830,3350,9045,7710,7065,7725,8620,9410,8705,7180,6360,4055,3610,2880,2660,4385,5220,2865,3.0,15810,14685,7195,76220,2305,415,104990,140,9430,2890,111130,2295,1195,2835,2895,89945,690,14955,4345,3000,2520,1340,107710,9345,37175,27380,52505,1585,895,0,3130,6520,3930,3980,1080,13880,1675,2455,4000,39255,2850,2150,2485,655,400
2011,2013,35118,York Centre ,5685,5005,5440,3660,2380,6250,6685,7180,6910,7435,7830,7585,6030,5400,3745,3485,3000,2875,4930,4845,2005,2.9,10165,11220,6940,40700,845,140,88135,100,5355,5935,91675,945,1055,5845,1470,54975,330,11400,3880,1835,1495,2045,81320,18075,59080,26165,14145,190,30,0,1840,8730,3590,3220,1310,12930,2920,155,6710,38060,1660,17060,1185,200,545
2011,2013,35119,York - Simcoe ,5330,5395,6210,4310,2885,6030,5275,5530,6045,7300,9055,8445,6570,5245,2605,2020,1510,1160,4240,5610,2155,3.0,5605,10715,6295,79555,1135,155,88005,35,4640,735,91460,1080,150,720,1155,87015,240,9275,5545,5230,5085,305,90185,2920,14505,21035,57570,1455,380,0,1130,8420,3060,2490,1135,12760,3385,110,7455,40020,3125,1480,1065,155,460
2011,2013,35120,York South - Weston ,7445,6695,6980,4630,3035,7820,8365,8045,7670,8550,9450,8760,7010,5680,3910,3440,2650,2100,4870,5100,2190,3.0,12720,12450,8155,55775,800,140,103800,135,5110,6580,107370,930,875,6450,1370,69815,380,11960,2655,1600,1360,1055,98380,16430,64130,35830,14845,685,140,15,2830,8825,2690,2555,1220,16185,1710,160,9030,41445,2530,18620,1455,275,335
2011,2013,35121,Humber River - Black Creek ,7545,7015,7045,4620,3125,9000,8260,7345,7005,7595,7950,7050,5465,4810,3755,3255,2175,1290,4255,4605,2550,3.1,7560,9525,6855,45545,660,150,96010,145,3625,7925,98480,795,660,7765,1130,56530,355,12100,4040,2025,1765,2010,88315,19170,67800,31810,7885,190,80,0,2850,6950,2000,1960,815,13205,1260,155,6040,35555,2640,14160,1475,175,340
2011,2013,46001,Brandon - Souris ,5440,5025,4930,3170,2240,6215,5860,5435,5260,4750,5625,6045,5340,4900,2945,2460,2175,2395,3075,3305,1615,2.8,9995,12855,4730,70010,1350,115,77265,60,3745,1410,79885,1145,135,1320,1210,74620,345,11725,5285,4260,2995,1025,74685,5335,9145,10730,60145,3450,3250,60,420,5615,1435,3785,730,10185,4495,85,4935,34115,2645,930,4035,395,435
2011,2013,46002,Charleswood - St. James - Assiniboia - Headingley ,3805,3905,4300,3160,2135,5350,4785,4610,4955,5155,6465,6565,5865,5425,3490,2925,2220,2460,3405,3855,1430,2.8,10010,12205,5095,68585,1525,225,72840,40,6765,265,78120,1410,135,260,1475,75565,295,8660,2540,1980,1210,560,77230,2380,9380,15605,54630,1715,4240,65,515,8380,3050,3185,1165,10455,1845,100,4075,36945,2525,4565,1740,545,395
2011,2013,46003,Churchill - Keewatinook Aski ,9990,8300,8100,4870,3130,6660,5740,5170,5175,5385,5390,5090,3935,3085,1415,840,475,400,2030,2200,2690,3.4,5050,6115,3690,53775,585,65,82200,25,2015,530,83665,540,60,505,565,64075,155,7365,2805,2715,1825,90,82915,790,1865,3125,78705,57065,4660,60,2190,3305,1175,1530,315,6745,820,20,3585,22775,3470,275,4620,170,745
2011,2013,46004,Dauphin - Swan River - Neepawa ,5670,5680,6075,3885,2295,4570,4190,4330,4645,4945,6005,6570,6315,5705,3575,2985,2530,2880,2590,2965,1995,2.9,10330,12770,4150,70805,1595,150,82365,30,3420,290,84405,1365,60,280,1395,79030,395,7455,4110,3820,3180,295,82045,1905,3830,10060,70060,13545,6920,30,690,4630,1110,3185,580,7540,7675,60,4255,26640,2010,220,3425,295,460
2011,2013,46005,Elmwood - Transcona ,5240,4960,5310,3575,2305,5870,6285,6230,5960,5665,6705,6545,5465,4550,2415,2170,1780,1705,3540,3720,1685,2.9,9285,11520,5740,66310,1920,305,77615,70,6675,845,82395,1755,230,820,1875,75200,485,10240,2400,1425,900,970,80670,4285,14225,16800,53935,3170,6890,0,720,8940,2590,2895,875,11865,1165,55,4925,39560,2985,6350,1675,545,675
2011,2013,46006,Kildonan - St. Paul ,4055,4395,4965,3400,2260,5205,4410,4595,4965,5280,6400,6715,6210,5085,2935,2790,2305,2240,3615,4430,1710,2.9,9205,10635,5105,57620,910,115,75530,30,4670,770,79265,835,155,740,915,69165,155,8560,2165,1135,680,1030,75870,5045,17330,18990,44600,2450,4055,65,545,8870,2575,3300,870,10040,1735,145,3980,37385,3110,4250,940,405,505
2011,2013,46007,Portage - Lisgar ,7205,6960,7145,4590,2815,5630,5175,5155,5305,5645,6445,6405,5380,4525,2935,2200,1825,2130,3060,3885,3585,3.2,7455,11010,4195,59415,3740,215,81270,110,6525,1830,84365,3480,105,1795,3535,73365,1680,9405,4960,4030,3480,925,81000,4560,12320,13735,59510,4010,3705,0,660,5590,1690,3255,730,8395,4730,195,5135,32405,2155,165,2955,935,500
2011,2013,46008,Provencher ,6780,6765,7100,4505,2735,5435,5010,5425,5650,5790,6810,6440,5475,4470,2450,1835,1340,1220,3465,4515,3555,3.2,5430,10645,4520,57530,8840,455,72620,295,13915,1345,78110,8575,175,1315,8660,72000,5070,8970,5385,4865,4195,520,80990,5490,12060,13490,60930,1870,8110,25,390,6905,2040,2570,590,8380,4125,205,7000,33225,2515,335,1885,340,450
2011,2013,46009,Saint Boniface - Saint Vital ,4625,4475,4595,3115,2090,5585,5685,5640,5560,5625,6350,6190,5650,5025,3055,2710,2365,2135,3195,3980,1535,2.9,11880,11885,5015,58620,11015,770,63525,430,18985,775,71670,10855,435,755,11075,69775,5820,10720,2330,1520,785,810,77625,4805,13320,15200,53915,1900,7060,25,630,8650,3220,3460,1370,10700,1845,75,4760,37310,2635,5485,2355,835,830
2011,2013,46010,Selkirk - Interlake - Eastman ,4505,4960,5800,3965,2385,4750,3975,4140,4970,5770,7580,7760,7430,6965,4080,3025,2080,1920,3425,3985,1865,2.8,9055,14465,5020,76680,2300,210,84500,40,5095,200,87600,1980,70,190,2015,85250,575,7530,4605,4470,3860,135,87420,930,5420,14395,68535,4675,10300,60,660,6890,2055,3465,510,9110,4770,55,5895,34925,2500,390,2415,355,500
2011,2013,46011,Winnipeg Centre ,5155,4305,4360,2680,2080,6735,7905,7055,6005,5750,6230,5820,4920,4050,1890,1585,1370,1505,2420,2210,1380,2.9,15435,9860,4520,51425,1445,265,72240,125,6135,1865,76755,1450,345,1820,1620,59850,470,16635,5160,2385,1245,2775,66255,12295,26615,13450,38475,7595,5820,80,1005,6425,2290,3025,1545,12605,1545,80,4370,34615,3435,8935,5475,1915,615
2011,2013,46012,Winnipeg North ,6080,5910,6705,4235,2665,6220,5860,6040,5770,6085,6685,6525,5675,4750,2010,1525,1290,1465,3495,4035,2440,3.2,7035,7695,5030,50780,780,170,82210,30,3420,1945,84855,660,190,1905,755,60820,125,13565,4070,1100,655,2970,73480,13845,32475,17970,36885,9065,6720,25,1345,6820,1840,3565,615,12285,1075,95,4710,35630,4415,7080,1265,475,435
2011,2013,46013,Winnipeg South ,4615,4870,5605,3835,2845,7615,5615,5090,5590,6045,6990,6780,5905,4855,2160,1645,1205,1075,4135,5545,2025,3.0,5650,10110,5690,58275,4250,415,71830,135,11270,1365,78735,4175,395,1305,4370,68555,1860,11350,3290,2070,1025,1225,76445,7680,21630,15145,47345,1675,3450,70,685,8480,4475,4365,1255,10975,1690,165,3975,41070,2995,5130,1480,580,580
2011,2013,46014,Winnipeg South Centre ,4025,4105,4370,3080,2190,7080,7690,6345,5755,5875,6415,6525,6215,5495,3065,2880,2590,3140,3295,3825,1520,2.8,15660,13570,5235,70145,1820,320,78305,70,10500,695,86875,1770,265,670,1905,80065,525,13195,3530,2170,845,1355,82760,5610,17110,19160,52100,2045,3655,0,570,8365,4085,4965,2315,11690,2980,160,4510,42620,2680,6905,3260,1820,595
2011,2013,47001,Battlefords - Lloydminster ,5540,4985,4990,3090,1935,4810,5020,4445,4010,3895,4770,5030,4500,3650,2165,1805,1405,1415,2100,2495,1670,3.0,6805,9395,3685,59815,930,90,66620,25,2335,205,68300,665,25,185,675,64685,175,8845,4290,4090,2915,205,66770,1900,3205,8120,57345,11035,3680,75,680,4585,960,2000,485,7225,5320,40,5775,24150,1960,130,2045,265,525
2011,2013,47002,Cypress Hills - Grasslands ,3735,3735,4110,2795,1835,3575,3490,3475,3410,3685,5180,5930,5420,4335,2660,2450,2235,2430,2275,2660,1620,2.8,8295,11095,3205,57040,1755,95,63530,20,2995,270,65035,1500,20,260,1510,61400,460,6560,3415,3200,2070,215,61900,1435,3180,10005,50150,885,1050,0,145,4385,840,2345,530,6780,9285,30,4170,22245,1410,100,2555,235,395
2011,2013,47003,Desnethé - Missinippi - Churchill River ,7475,6595,6575,4085,2590,5370,4225,3890,3840,4090,4190,3965,3535,3005,1565,1075,705,600,1525,1620,1815,3.3,4045,5845,2975,43345,800,45,67090,15,1490,555,67940,640,25,550,650,52535,165,5875,2550,2495,1960,50,68240,325,830,3705,64030,38045,10135,20,1440,2420,825,1235,405,4590,2570,0,2925,15965,1545,125,2800,120,1390
2011,2013,47004,Carlton Trail - Eagle Creek ,5205,4920,5310,3205,1785,3740,4305,4625,4590,4510,5345,5695,4970,3975,2365,1960,1520,1505,2850,3480,2260,3.0,6020,10165,3850,61340,1305,120,69160,30,2405,195,70545,1010,50,180,1030,68140,345,8785,5570,5315,4440,255,69145,1495,3080,9900,57660,3225,2850,0,350,5005,1610,2580,570,6880,6380,50,5125,25780,1605,190,2075,190,650
2011,2013,47005,Moose Jaw - Lake Centre - Lanigan ,4480,4200,4545,3025,1910,4090,4210,4320,4215,4185,5720,6425,6280,5110,2880,2400,2130,2370,2705,3050,1715,2.8,9310,12390,4070,68840,1120,130,71830,25,2900,205,73845,890,40,185,915,72465,275,8865,4100,3785,2645,315,72275,1445,3640,10925,59150,1100,2275,0,370,5330,1695,2665,645,8315,6450,60,4450,28765,2025,250,2630,325,500
2011,2013,47006,Prince Albert ,5305,5135,5415,3545,2285,4895,4585,4455,4490,4740,5690,5755,5350,4700,2880,2420,2080,2080,2560,2805,1805,2.9,8310,11185,4350,67135,2450,215,72265,40,4790,180,74905,2135,65,165,2170,73700,665,9775,3940,3530,2825,410,74970,1635,3515,9425,63670,11240,10405,65,885,4865,1115,3175,560,9510,3970,45,4145,29170,1790,400,2160,225,665
2011,2013,47007,Regina - Lewvan ,4900,4315,4430,2975,2125,5910,6270,5920,5275,4940,6075,6325,5600,4245,2285,1925,1545,1675,3340,3905,1495,2.9,8875,11335,5120,68115,925,140,73125,40,4705,410,76950,830,120,390,885,72720,280,10700,3325,2270,1305,1050,74420,4040,9145,11370,57950,2880,2845,0,410,9560,3560,3385,1210,10120,1855,60,4500,39715,2890,2030,1605,495,365
2011,2013,47008,Regina - Qu'Appelle ,5335,4820,4940,3180,1975,4695,4735,4670,4610,4640,5330,5190,4705,3875,2360,1860,1525,1540,2290,2565,1445,2.9,7810,10210,4200,64660,585,105,69575,10,2085,220,71155,485,50,210,510,68645,150,9700,3905,3545,2670,365,69335,2550,4890,9770,57225,12205,3170,0,585,6480,1490,2275,510,8740,3170,30,4635,28180,2225,1415,1740,340,270
2011,2013,47009,Regina - Wascana ,4430,4090,4170,2815,2215,6585,6260,5470,4850,4705,5725,5740,4955,4125,2340,2135,1785,1960,2890,3480,1490,2.9,10395,10615,4665,62950,1135,160,70595,85,5080,840,74555,1060,175,815,1145,68565,480,11470,3975,2840,1460,1140,70190,5380,10980,11055,53535,2725,2500,0,620,8255,3400,3255,1120,10550,1725,60,4065,37005,2770,1915,2450,615,275
2011,2013,47010,Saskatoon - Grasswood ,3780,3475,3630,2595,2110,6920,6205,4820,4105,4105,5160,5200,4735,3680,2415,2320,1935,2090,2770,3220,1445,2.9,8990,10915,4445,59120,1140,160,65610,40,4900,500,69350,1050,175,480,1135,64865,330,11705,3660,2730,1515,935,66815,4140,8855,12245,49855,1395,2215,50,375,6830,3240,3550,975,9675,1975,65,4840,33025,2250,1790,1395,835,630
2011,2013,47011,Saskatoon - University ,4315,4095,4275,2865,2565,8320,6665,5310,4775,4695,5605,5575,4790,3675,1915,1715,1320,1395,2905,3850,1775,3.0,8345,10395,4740,61380,1245,165,68690,40,5545,620,72970,1140,190,600,1235,67475,360,13605,4730,3405,1810,1330,69750,5190,10145,10640,54160,1505,2445,0,350,7435,3675,4350,1275,9875,2025,125,4625,37250,2320,1830,2570,1215,810
2011,2013,47012,Saskatoon West ,5525,4610,4555,2890,2070,6100,6745,6040,5215,5070,5540,5600,4650,3570,1930,1570,1255,1430,2570,2525,1400,2.9,9600,10145,4790,60480,920,150,70875,25,3710,900,73675,800,185,850,895,66540,195,14330,4445,3385,2010,1060,68915,6330,11180,9680,54385,7830,5500,15,755,6035,1865,2645,780,11580,1215,50,5175,33190,2585,2315,2220,560,810
2011,2013,47013,Souris - Moose Mountain ,4795,4520,4650,2995,1855,4380,4395,4415,4035,4215,5170,5495,4985,4020,2485,2335,2025,2135,2360,2875,1935,2.9,8075,10960,3720,65595,1250,85,68700,15,2090,150,69815,965,30,150,980,68915,255,7820,4910,4675,3170,230,68830,1500,3220,9060,58045,4365,1545,0,305,5435,1145,2360,400,7120,6550,15,5945,25455,1735,275,2570,170,370
2011,2013,47014,Yorkton - Melville ,3940,3855,4170,2720,1700,3220,3285,3490,3735,3995,5125,5550,5575,4970,3570,2985,2500,2870,2440,2575,1480,2.8,9520,12200,3600,60680,730,75,68265,10,1545,135,69260,545,20,125,555,67510,155,6855,3505,3290,2355,215,68160,1675,2755,11010,56065,4775,1830,0,315,4025,845,2990,530,7800,6875,25,4345,24495,1600,220,2665,120,535
2011,2013,48001,Banff - Airdrie ,7755,6995,6820,4220,2930,7190,8100,8555,8285,8000,8340,7945,6805,5015,1985,1425,1035,895,4330,5805,2495,3.0,6840,13125,6505,89650,2435,315,95310,70,9520,305,102345,2345,240,280,2460,97225,995,15245,8060,7295,5715,765,96740,5445,14455,17665,70070,4350,2085,10,785,10245,5220,3175,1540,13275,5230,335,8405,44550,3020,1430,3790,960,1120
2011,2013,48002,Battle River - Crowfoot ,6475,6360,6815,4600,2795,6095,6165,6250,6205,6620,8260,8595,7670,6585,4090,3190,2660,2600,3540,4290,2790,2.9,10925,16470,5440,94445,1390,120,101865,45,2935,420,103780,1030,50,400,1055,99565,415,11350,5825,5470,4520,350,98375,2300,5830,15925,78920,1025,2135,40,330,7170,1930,3860,860,11725,8925,145,8905,38475,2460,240,4405,410,555
2011,2013,48003,Bow River ,8170,7975,7945,4740,2855,5795,6125,7190,7450,7545,8020,7660,6345,5120,2580,1945,1430,1295,3870,5050,3280,3.1,6500,12320,5665,80565,1015,135,98900,80,2650,1640,100625,935,110,1600,985,87855,375,11780,5375,4815,3960,560,94045,4720,14655,19165,64940,4085,1730,0,570,8225,2690,2590,855,9520,6775,150,9090,37360,2990,695,2155,260,560
2011,2013,48004,Calgary Centre ,4640,3145,2790,2050,1855,9275,16335,13085,9570,8005,7480,7615,6540,4805,2425,2135,2060,2110,3220,2805,985,2.6,28930,19115,5520,77780,2340,350,91180,130,12880,1945,101075,2450,720,1885,2805,88955,1010,26780,9175,5660,2070,3510,91010,14140,30365,20810,53970,1065,1335,0,730,13995,9730,3850,3110,15685,4335,295,7805,57275,2590,13360,12865,1560,820
